id,google_id,name,rating,vicinity,latitude,longitude
18189,ChIJdV-MRw79dUgRmhJ6HBC_8dg,"Mr Chips",4.4,"215 Chipstead Valley Road, Coulsdon",51.3188019,-0.1501461
18190,ChIJDwqvRQ79dUgRw14FpJNQZlo,"Buzz Kebab & Restaurant",0,"187 Chipstead Valley Road, Coulsdon Surrey",51.3190804,-0.1489310
18191,ChIJbWqaUqf9dUgREFLGcn1UaiM,"Singapore Orchid",3.9,"17 Chipstead Valley Road, Coulsdon",51.3205757,-0.1392815
18192,ChIJBW1-waf9dUgRzlN4GWSRX-Y,"Mirch Masala Coulsdon",4.2,"204 Brighton Road, Coulsdon",51.3195381,-0.1393151
18193,ChIJXbc6Q6f9dUgRnjicO91hd10,"Thai Venue",3.3,"200 Brighton Road, Coulsdon",51.3196411,-0.1392833
18194,ChIJtYL8E6H9dUgR9yn5u13RPvk,"La Scarpetta",4.4,"117 Brighton Road, Coulsdon",51.3224144,-0.1359555
18195,ChIJn_JXDKH9dUgR50aKluDxsyc,"Pizza Hut Delivery",3.2,"84 Brighton Road, Coulsdon",51.3229027,-0.1358028
18196,ChIJf6fvEqH9dUgRJ1QUzTQ3dxM,"Flamingo Kebab House",4.3,"107 Brighton Road, Hooley, Coulsdon",51.3225784,-0.1357245
18197,ChIJ27zCSqf9dUgRMSypjRFsIDo,"Indian Brasserie",4.9,"154 Brighton Road, Coulsdon",51.3206825,-0.1387140
18198,ChIJweRZraD9dUgRL24oXDHoBew,"Coulsdon Grill",0,"30 Chipstead Valley Road, Coulsdon",51.3207588,-0.1392857
18199,ChIJvfzrRKf9dUgRAqny8VIDu84,"Wok Inn Express",4.4,"192 Brighton Road, Coulsdon",51.3198547,-0.1392151
18200,ChIJ10jC2qD9dUgRf6t2NStmNyQ,"Favorite Chicken & Ribs",0,"126 Brighton Road, Coulsdon",51.3215027,-0.1376568
18201,ChIJCRp7Xaf9dUgRrY58Vlu4Wdg,"wood and stone",4,"206 Brighton Road, Coulsdon",51.3194427,-0.1393975
18202,ChIJB3ezXaf9dUgRhdayUiBt0VE,"Goz Meze Bar",0,"196-204 Brighton Road, Coulsdon",51.3195686,-0.1395014
18203,ChIJvxluGaH9dUgROaUJ3HDud78,"Nonna Rosas Deli/cafe'",0,"108 a/b Brighton Road, Coulsdon",51.3223610,-0.1365420
18204,ChIJE7gNIKj9dUgRjYWWpkd7Qi0,"Pizza Express",4.2,"127 Brighton Road, Coulsdon",51.3219032,-0.1365914
18205,ChIJvS-GE6H9dUgRvULe9KCI2es,"CALCUTTA CUISINE",0,"119 Brighton Road, Coulsdon",51.3223228,-0.1359723
18206,ChIJy0TCOg79dUgR-XMt9iiZmJo,"328 Chinese Takeaway",4.1,"328 Chipstead Valley Road, Coulsdon",51.3188705,-0.1508338
18207,ChIJtYL8E6H9dUgR69D1YuHebu4,Luigi's,0,"117 Brighton Road, Coulsdon",51.3223648,-0.1359085
18208,ChIJW3G_EqH9dUgRXZYSbdgRKzg,"Sichuan Garden",3.8,"105 Brighton Road, Coulsdon",51.3226089,-0.1356884
18209,ChIJEzZnVqf9dUgR7hHZTmO-YVw,Pulcinella,4.5,"15 Chipstead Valley Road, Coulsdon",51.3205986,-0.1392243
18210,ChIJQ1eeTqf9dUgR99gAv7oBMd8,"Papa John's Pizza",0,"Coulsdon, 168 Brighton Road, London",51.3203888,-0.1389982
18211,ChIJ2y-O_Qn9dUgR4hceAzk0XHw,"Happy Swan Express",0,"39 Chipstead Valley Road, Coulsdon",51.3202820,-0.1399657
18212,ChIJ9wiUS6f9dUgRIy0rfalbXwI,"Cafe Oasis",0,"162 Brighton Road, Coulsdon",51.3205299,-0.1388282
18213,ChIJLdYNyqD9dUgRmffGpcpWtho,"Valley Cafe",0,"6 Chipstead Valley Road, Coulsdon",51.3210030,-0.1384960
18214,ChIJe1fSxAb9dUgRnlb0QGPw67Q,"Coulsdon Fish & Chicken",4.2,"Brighton Road, Coulsdon",51.3212967,-0.1375000
18215,ChIJRQ1T2KD9dUgRUqF7k85jVK8,"China Blue",4,"145 Brighton Road, Coulsdon",51.3215218,-0.1372104
18216,ChIJs61f2KD9dUgRTWx1yLkklqQ,"Fresh Fry",0,"143 Brighton Road, Coulsdon",51.3215294,-0.1371384
18217,ChIJvS-GE6H9dUgRBAhs-Y5BGr0,"As Delicious",0,"121 Brighton Road, Coulsdon",51.3222771,-0.1360256
18218,ChIJvS-GE6H9dUgRcRc0w3hCEBo,"I'll Carreto",0,"121 Brighton Road, Coulsdon",51.3222771,-0.1360256
18219,ChIJTSe7FqH9dUgRW-YHEhTjbZY,"The Quintessential Restaurant",0,"121 Brighton Road, Coulsdon",51.3223152,-0.1360320
18220,ChIJbXJTEaH9dUgRGX0i2R99peE,"Steak Stone",0,"United Kingdom",51.3223724,-0.1360095
18221,ChIJd9hUEqH9dUgRcZ2pWBZZvw0,"New Golden City",0,"109 Brighton Road, Hooley, Coulsdon",51.3225288,-0.1357944
18222,ChIJg32pMA79dUgR8n7rEqBwZRw,"J Calabresi",0,"227 Chipstead Valley Road, Coulsdon",51.3187332,-0.1505908
18262,ChIJ48F2kzIbdkgRwhFHRsKPFEA,Subway,3.8,"214 Shaftesbury Avenue, London",51.5163651,-0.1261661
18264,ChIJDeDVUNMEdkgRCQEnhHzXv1g,Inamo,3.5,"134-136 Wardour Street, London",51.5144577,-0.1346102
18272,ChIJydjklNQEdkgR1s6bb7ABkhg,"Hakkasan Hanway Place",4.4,"8 Hanway Place, London",51.5171890,-0.1316640
18283,ChIJVyNnQhmu2EcR1pJfLkYDKsg,"The Charlotte",0,"38-40 Station Road, Dartford",51.4485817,0.1810547
18284,ChIJI41WYiKu2EcRe_fCbMmlPrw,"New Princess Garden",4,"11-12 Princesses Parade, Waterside, Crayford, Dartford",51.4526558,0.1789719
18285,ChIJLUGigT2u2EcRlB-hvrbqz4g,"Gandhi's Spice",3.9,"108 London Road, Dartford",51.4520645,0.1728437
18286,ChIJ4yOu0xiu2EcRSlPVSMAGn2U,"Curry X-Press",4.1,"Station Road, Dartford",51.4493904,0.1812806
18287,ChIJ_cDA0R-u2EcRp4aXlEPGYLg,"Domino's Pizza - London - Crayford",4,"71B Crayford Road, Crayford",51.4496040,0.1867256
18288,ChIJc9_8Uh-u2EcRAD5LaLfLe5M,Nando's,4.1,"2 Tower Retail Park, Crayford Road, Crayford",51.4509087,0.1801277
18289,ChIJX7yNoxiu2EcR8MrQhAnhcPQ,McDonald's,3.6,"Tower Retail Park, Crayford Road, Dartford",51.4503899,0.1811633
18290,ChIJq764iBiu2EcREagqC-NoJDQ,"Assos Restaurant - Steak, Wine and Meze House",4.5,"140 Crayford Road, Dartford",51.4510345,0.1790507
18291,ChIJM1iguCKu2EcRi7aLBd-qv_Y,"British Raj",4.3,"68 High Street, Dartford",51.4531250,0.1769252
18292,ChIJP0zvdRiu2EcRpZgr6Ehmbrc,"Bear & Ragged Staff",3.6,"2 London Road, Crayford",51.4518051,0.1779220
18293,ChIJwTeBhhiu2EcR4jX4JXUEnnY,Greggs,0,"185-187 Crayford Road, Dartford",51.4513283,0.1791379
18294,ChIJHfLomSKu2EcRJyiUYu4RSSE,"Kebab Express",4.1,"22 Crayford High Street, Dartford",51.4524574,0.1776519
18295,ChIJEQzDvSKu2EcRiXararUkqx0,"Pizza Hot4you",3.7,"6 Crayford High Street, Dartford",51.4520531,0.1781290
18296,ChIJ52Uc0xiu2EcRVDvVEDgAXf8,"Spice Fusion",4,"20 Station Road, Dartford",51.4496613,0.1815008
18297,ChIJAyQBnCKu2EcRdPPLUaNPNpU,"Maxin Chicken Pizza Ribs & Kebab",3.4,"13 Crayford High Street, Dartford",51.4521675,0.1776180
18298,ChIJY7afzBiu2EcRJ42ZgLnOwyk,"128 Chinese",4.2,"106 Crayford Road, Dartford",51.4500542,0.1815008
18299,ChIJM1Ahjhiu2EcRKSlKZsgtK1A,"Subway Crayford",0,"Crayford, betfred, Dartford",51.4511948,0.1793923
18300,ChIJJQn3mCKu2EcRbEiCS0ZO4XY,"Lal Sag",0,"19 Crayford High Street, Dartford",51.4523087,0.1774760
18301,ChIJPY1WYiKu2EcR0pZRqgCyA4A,"New Phoenix",0,"17 Princesses Parade, Waterside, Dartford",51.4527512,0.1793860
18302,ChIJS41lzh-u2EcRL5P_PteQ1k4,Dominos,0,"71B Crayford Road, Dartford",51.4496040,0.1867256
18303,ChIJJQn3mCKu2EcRFF17jw9OhGs,"Spice House",0,"19 Crayford High Street, Dartford",51.4523354,0.1774538
18304,ChIJwyeHmCKu2EcRn5Ef8MVTbEE,"Crayford Kebab",0,"33 Crayford High Street, Dartford",51.4525948,0.1771097
18305,ChIJzfaBhiKu2EcRiVJeakkoTaY,"Crayford Tandoori",4.5,"4 Waterside, Dartford",51.4522820,0.1784821
18306,ChIJ_YOXJyCu2EcR2YqFoYFaVcE,"Peking Chef",0,"106 Crayford Road, Dartford",51.4500542,0.1815008
18307,ChIJGcLPzBiu2EcRM8R1H7m2QxQ,"Hippie Chippy",0,"4 Station Road, Dartford",51.4500351,0.1817199
18308,ChIJqQXQeSKu2EcRdOFWT4X_LHI,"The Parade Fish Bar",0,"7 Crayford Way, Dartford",51.4521065,0.1795136
18309,ChIJi8UJmCKu2EcR_iHZk8-djhU,"The Rising Sun",0,"23 Crayford High Street, Dartford",51.4523773,0.1773351
18310,ChIJ7ybcviKu2EcRdD6fyrRQIGA,"Unique Spice Indian Takeaway",0,"62 Crayford High Street, Dartford",51.4529305,0.1770635
18311,ChIJe8XVIj2u2EcRMMGrD65IUD0,"The One Bell",4.4,"170 Old Road, Dartford",51.4537506,0.1754214
18312,ChIJ13uo36kYdkgRDgTk5iTbD2I,Plough,4.3,"Cattlegate Road, Enfield",51.6832809,-0.1003717
18314,ChIJ09Zp8vUQdkgRCpDr7wdwLRY,"Papa John's Pizza",2.9,"207 Cricklewood Broadway, London",51.5574760,-0.2164947
18315,ChIJR-PpjPUQdkgR2qvmaNZgAG4,"SUBWAY London",0,"197-199 Cricklewood Broadway, London",51.5573044,-0.2163330
18316,ChIJ-ToMaPUQdkgRwoB3Sj8uzIU,"38 Sky Pizza Ltd",3.9,"38 Cricklewood Lane, London",51.5575523,-0.2135348
18317,ChIJUZ0mwF8QdkgR4uZqDQU-FL4,"Burger King",3,"139 Cricklewood Broadway, London",51.5557098,-0.2144277
18318,ChIJofhYj_UQdkgRE7MgvpzB4VQ,"Green Villa",4,"182 Cricklewood Broadway, London",51.5572166,-0.2156817
18319,ChIJwwRKm2AQdkgRSMMOBFlk2T0,"Mango Grill",4.9,"58 Cricklewood Broadway, London",51.5537682,-0.2116805
18320,ChIJjfrZu18QdkgRJWEo4JL6U1c,"Chicken Inn",0,"105 Cricklewood Broadway, London",51.5549812,-0.2135203
18321,ChIJAabxEa0adkgR8AqlqiKGrN8,"McDonald's Cricklewood",3.5,"136-140 Cricklewood Broadway, London",51.5558624,-0.2139428
18322,ChIJAUoNK14QdkgR3OQ4fFbjVB4,"Pizza Delivery London",0,"68 Cricklewood Broadway, London",51.5540886,-0.2120471
18323,ChIJGUG2wF8QdkgR2Hue26aJLf8,Elementree,4.3,"108-110 Cricklewood Broadway, London",51.5551987,-0.2132160
18324,ChIJ0f5_fvUQdkgR_rYqNJ9Uj2I,"Sam's Chicken",3.2,"14 Cricklewood Lane, London",51.5570602,-0.2144326
18325,ChIJFcUanGAQdkgREYTI8YaVBz0,"PERSIA Restaurant",4.1,"45 Cricklewood Broadway, London",51.5533180,-0.2116511
18326,ChIJUUykz18QdkgRnjnCwNKmr0I,Zeytoon,4,"94-96 Cricklewood Broadway, London",51.5548172,-0.2128305
18327,ChIJHb-o8l8QdkgR8r-nZk-y95Q,KFC,3.5,"158 Cricklewood Broadway, London",51.5566826,-0.2150044
18328,ChIJe9UguWAQdkgRWB_GIU50c_Q,"Mr Chan's",0,"7 Cricklewood Broadway, London",51.5525551,-0.2106047
18329,ChIJ-VE3Y7cQdkgRwkf7F7ZCjJg,Korasan,4.3,"20 Cricklewood Lane, London",51.5572319,-0.2142033
18330,ChIJW355K14QdkgRVkFAglAVeqI,Khana,3.9,"68 Cricklewood Broadway, London",51.5540886,-0.2120471
18331,ChIJD37eKl4QdkgRO1dRqk0AEWA,"Top Wok",3.5,"74 Cricklewood Broadway, London, Cricklewood",51.5546761,-0.2131565
18332,ChIJIxY0rWwQdkgR3al_GhL5BFM,Sundarban,4.3,"51 Cricklewood Broadway, London",51.5533752,-0.2117272
18333,ChIJWyuEMl4QdkgR_Br_ZjNZpTc,"Vali's Four Seasons",0,"73 Cricklewood Broadway, London",51.5541840,-0.2126160
18334,ChIJyU3jxosQdkgRAmuxK5K3UTM,"Ginger Restaurant",4.3,"174 Cricklewood Lane, London",51.5604515,-0.2073078
18335,ChIJofhYj_UQdkgRvGFo7_0uQTU,"The Pizza Club",4.9,"192 Cricklewood Broadway, London",51.5574188,-0.2158705
18336,ChIJ4zMD5_UQdkgR5MbGha46Oho,Sheilas,4.5,"231 Cricklewood Broadway, London",51.5580673,-0.2172402
18337,ChIJAf6NnV8QdkgRa-zctT_fdcY,"Kebap 49",3.7,"149 Cricklewood Broadway, London",51.5559502,-0.2147243
18338,ChIJe9UguWAQdkgRF-6blTTk7Z0,"Chasing Dragon",0,"7 Cricklewood Broadway, London",51.5525322,-0.2106360
18339,ChIJHZtHyV8QdkgRIEtZS6cW3Qs,"Kezira Lounge",0,"89 Cricklewood Broadway, London",51.5546112,-0.2131600
18340,ChIJ_Zc1mmAQdkgRFne4EKsGq58,"Taste Of Lahore",3.9,"38 Cricklewood Broadway, London",51.5533600,-0.2112760
18341,ChIJvUQYm18QdkgRvpxdr8ytlCI,"Panasia at The Crown",0,"Clayton Crown Hotel (formerly Crown Moran Hotel) 142-, 152 Cricklewood Broadway, London",51.5561562,-0.2141824
18342,ChIJFVVpmF8QdkgRsUbiysWQfwY,"Chico's Burgers",4.4,"133 Cricklewood Broadway, London",51.5556259,-0.2142414
18343,ChIJ35u2vosQdkgRKr7fp4h74Gk,"Shandeez 1",0,"166 Cricklewood Lane, Barnet",51.5603905,-0.2076134
18344,ChIJK_GH0V8QdkgRUCOR1TvTdrU,Navruz,0,"82-, 84 Cricklewood Broadway, London",51.5545807,-0.2125010
18345,ChIJb6gvzl8QdkgRjWolJkFem2U,"84 Cricklewood",4.3,"84 Cricklewood Broadway, London",51.5545502,-0.2124554
18346,ChIJ2yjywIsQdkgRBl7BPixhq2c,"Lambo Bar",4.4,"75 Cricklewood Lane, London",51.5607452,-0.2074411
18347,ChIJ9TO2LV4QdkgR4AerNP20LKY,"Rumi Restaurant",5,"67 Cricklewood Broadway, London",51.5543251,-0.2121229
18348,ChIJQfzLnekRdkgRBJcGkV0Z1Fk,"Feelin' Hungry?",0,"73 Cricklewood Broadway, London",51.5541840,-0.2126160
18349,ChIJWyuEMl4QdkgRTidoudo23vc,"Asmak Albasha",0,"73 Cricklewood Broadway, London",51.5541077,-0.2126740
18350,ChIJ860Wg2AQdkgRTDAigNKVS3c,"The Beaten Docket",3.8,"50-56 Cricklewood Broadway, London",51.5536957,-0.2116481
18351,ChIJnwCfy_AQdkgRr3Z-IHELah8,"Park Way London",4.3,"329 Edgware Road, London",51.5618324,-0.2209972
18352,ChIJcaKnK14QdkgRcOV2kk0TjDk,Lihiniya,0,"66 Cricklewood Broadway, London",51.5540504,-0.2120097
18353,ChIJDREOYl8QdkgRFXFNm_D5eb8,Pedro's,4.1,"191 Cricklewood Broadway, London",51.5570450,-0.2159548
18354,ChIJP2UznGAQdkgRBTF-dO8Rtqc,"D'Den Exotic African Cuisine",3.4,"47 Cricklewood Broadway, London",51.5532951,-0.2116199
18355,ChIJi-6KRvUQdkgRtXAl57gIWzQ,"Crystal Saigon",0,"54 Cricklewood Lane, London, Cricklewood",51.5579453,-0.2128087
18356,ChIJi-oqRPUQdkgRTsU303yYm4Y,"Juice Champs",4.8,"2 Cricklewood Lane, Cricklewood",51.5578613,-0.2128584
18357,ChIJwQARaPUQdkgR-Nr0V7GDkZY,"Eat Tokyo (Kitchen & Take Away)",0,"40 Cricklewood Lane, Cricklewood",51.5575867,-0.2134621
18358,ChIJnzoRj_UQdkgRO5tFSTQY-uY,"Peri Peri Grill",0,"186 Cricklewood Broadway, London",51.5573082,-0.2157372
18359,ChIJN6KQ8vUQdkgRC4kqLzDcqYs,"Lahore Masala",0,"207 Cricklewood Broadway, London, Brondesbury",51.5574799,-0.2165067
18360,ChIJ09Zp8vUQdkgRxOtHMj_aniI,"Chicken Stop",0,"201 Cricklewood Broadway, London",51.5573158,-0.2164097
18361,ChIJo4qU6PUQdkgRwe8lT3MFeqs,"Early's Cafe",0,"225 Cricklewood Broadway, London",51.5579338,-0.2170730
18362,ChIJqTrFlV8QdkgRlI31OjuPuu0,"Broadway Cafe Restaurant",0,"126 Cricklewood Broadway, London",51.5556183,-0.2136934
18363,ChIJv-OtmV8QdkgR_pfaIWZ5O3A,"Adil Catering",0,"139 Cricklewood Broadway, London",51.5557098,-0.2144277
18364,ChIJlXN1z18QdkgRozPiCUmUAjA,"Cafe Mumbai",0,"96 Cricklewood Broadway, London",51.5548477,-0.2127737
18365,ChIJObl7wosQdkgRQ47dQTnh0s8,"Hong Kong",0,"83 Cricklewood Lane, London",51.5608063,-0.2069987
18366,ChIJIVx7wosQdkgRU4bn1ixM85U,"Golden Wok",4.3,"83 Cricklewood Lane, London",51.5608139,-0.2069696
18367,ChIJD37eKl4QdkgRc1jDsn4YuII,"Fat B stard s",0,"74A Cricklewood Broadway, London",51.5541344,-0.2121785
18368,ChIJiQ9pi_YQdkgRmHlS-dHayaM,"Caribbean Restaurant",0,"United Kingdom",51.5597725,-0.2192148
18369,ChIJ6dnTmWAQdkgRnZvNRAfOPO0,"Cafe & Restaurante 2 Casa",0,"33 Cricklewood Broadway, London",51.5530434,-0.2112871
18370,ChIJyx5OuWAQdkgR7yDnN0OQYwQ,"Abyssinia Restaurant",4.4,"9 Cricklewood Broadway, London",51.5525398,-0.2106633
18371,ChIJ29RNnPAQdkgRIc3jyrpJcSo,"Skippers Choice",4.1,"8 Gladstone Park Gardens, London",51.5639992,-0.2234891
18373,ChIJi0hYtkkCdkgRN1NeyRUMk2s,"The Brockley Jack Pub",3.8,"408-410 Brockley Road, London",51.4534378,-0.0384632
18374,ChIJ0cPJSkgCdkgRqygAGYDUz1k,"Spring Way",2.4,"433 Brockley Road, London",51.4533730,-0.0379895
18375,ChIJw4LAETQCdkgR1C87idsdJR0,Babur,4.5,"119 Brockley Rise, London",51.4474373,-0.0419572
18378,ChIJq0qaWEgCdkgRJbRixZ4ik2E,"Royal Tandoori",4.2,"387 Brockley Road, London",51.4547424,-0.0370473
18379,ChIJgcbTmDYCdkgReTwvifXztJM,"Le Querce",4.4,"66 Brockley Rise, London",51.4479218,-0.0410510
18380,ChIJZf16zEkCdkgRSoeVDHH4YO8,"Babur Home Delivery",3.7,"443 Brockley Road, London",51.4529228,-0.0384043
18381,ChIJ7ZFe_0gCdkgRYUgNHAPfKZo,"The Chinese Experience",3.6,"390 Brockley Road, London",51.4540863,-0.0379830
18385,ChIJKVe7rDUCdkgRjEbadJy_1Xo,"Express Pizza Company",3.9,"46 Honor Oak Park, London",51.4493904,-0.0434940
18386,ChIJ7ZFe_0gCdkgR9ZkzB2XqtpY,"Wing's Welcome",4.1,"368 Brockley Road, London",51.4546776,-0.0375303
18387,ChIJd7YzJzQCdkgRU-kf7pp_nKQ,"FS2 Kebabs",4.7,"133 Brockley Rise, London",51.4483376,-0.0409754
18388,ChIJ7ZFe_0gCdkgRRZ0Jm1QKYOE,"Jerk Garden",3.4,"394 Brockley Road, London",51.4539833,-0.0380389
18391,ChIJlWJL-EgCdkgREN57AYEXg0w,"Longhorn American - Italian Diner",4.9,"364 Brockley Road, London",51.4547691,-0.0374340
18394,ChIJ36Tm6kgCdkgRVXmt6NuxlhY,"Malaysian Deli",4.5,"338 Brockley Road, London",51.4557533,-0.0367045
18395,ChIJvyzjqjUCdkgRxOf-BPsO5Yo,"The Golden Tiger",3.7,"54 Honor Oak Park, Thamesmead, London",51.4494514,-0.0437810
18396,ChIJr7qXjTYCdkgRu5uGS3VCckg,"Lovegift Vegan",4.6,"108 Brockley Rise, London",51.4487457,-0.0397485
18397,ChIJScPfmDYCdkgRoZVnXsFpCcM,"Rice & Spice",4.3,"78 Brockley Rise, London",51.4481659,-0.0407290
18398,ChIJZdE4qzUCdkgRt2Nj28Hv86c,Donde,3.8,"37-39 Honor Oak Park, London",51.4491692,-0.0436977
18399,ChIJnQT0AzUCdkgRyAoQZzg3pfQ,Hattush,4.6,"70 Honor Oak Park, London",51.4496231,-0.0443611
18400,ChIJhbuaHDUCdkgRKirD_4BHwSY,"Mamma Dough - Honor Oak Park",4.3,"76-78 Honor Oak Park, London",51.4496803,-0.0446453
18401,ChIJ6-swnzYCdkgRzlIJtBY_hko,"Everest Spice",0,"78 Brockley Rise, Brockley",51.4481239,-0.0406470
18402,ChIJTWAHETQCdkgRu-s1XFI-F7A,Morley's,0,"123 Brockley Rise, Thamesmead, London",51.4475212,-0.0419221
18406,ChIJPaCIbrQDdkgRJUoyPquBjcc,"Sailors fish@chips and kebabs",0,"118 Cheltenham Road, London",51.4563446,-0.0508202
18407,ChIJvzciWEgCdkgR3JLFV40m75o,Starburger,0,"397 Brockley Road, London",51.4545975,-0.0372290
18408,ChIJq0qaWEgCdkgRVhvdeVVBWuA,"Brockley Fish Bar",0,"393 Brockley Road, London",51.4545822,-0.0372430
18409,ChIJ4f2YzkkCdkgR321b-DgWOI0,"Perfect Fried Chicken",0,"445A Brockley Road, London",51.4528732,-0.0384527
18411,ChIJT8zdmzYCdkgR6paXK7ENb0M,"Wilson Fish & Chip Shop",0,"88 Brockley Rise, London",51.4483643,-0.0405118
18412,ChIJuY3DjTYCdkgRTCixnUYZ4hQ,"BRUNCH2Buffet Restaurant & Takeaway",0,"108 Brockley Rise, London",51.4487457,-0.0397485
18413,ChIJyRFKmjYCdkgRRqjf9Plw894,"Sun Do",0,"92 Brockley Rise, London",51.4484596,-0.0403935
18414,ChIJS66FqjUCdkgRWs_y-_z2yBI,"Traditional Fish and Chips",0,"56 Honor Oak Park, London",51.4494705,-0.0438544
18417,ChIJAz-IErQDdkgR9ZQRUJk5uc4,"Cyprus Grill Barbeque",0,"124 Cheltenham Road, London",51.4562111,-0.0506439
18430,ChIJp8y37pgCdkgR2orrq_WNQP8,"Mudchute Kitchen",4.1,"London, Mudchute Park and Farm, Pier Street, London",51.4914627,-0.0096920
18432,ChIJ2XNkPKICdkgRF7sSWAOYDwY,"Memsaheb on Thames",3.7,"65-67 Amsterdam Road, London",51.4955673,-0.0068477
18442,ChIJ_ZOp4LsCdkgRi31HIZZZrUY,Subway,3.4,"Unit 3B South Quay Plaza, 185 Marsh Wall, London",51.5004387,-0.0176516
18444,ChIJZVFImL4CdkgRhrF5pPjgK9Q,"Kiran's Catering",0,"Millharbour, London",51.4989090,-0.0186680
18445,ChIJ28A93LgCdkgRqSHKrKwYq_M,"The Dock",4.2,"2 Mastmaker Road, London",51.5004005,-0.0210696
18446,ChIJp0XAv8ACdkgRm0TRDyeCfAg,"The Mirchi",0,"The Quarterdeck, London",51.4979973,-0.0248182
18447,ChIJiwbmKMcCdkgR3_Pj1EpOJAs,"Clifton Grill House",3,"32 Westferry Road, London",51.4997597,-0.0261596
18449,ChIJG7p0r70CdkgRhdI_I5c4XiU,"Firezza Pizza - To You",3.3,"6 Pepper Street, London",51.4960632,-0.0152926
18450,ChIJiyteF7kCdkgRwmLnxxlbJhg,"Cinnamon Restaurant and Bar",0,"Hilton London Canary Wharf, Marsh Wall, South Quay, London",51.5009918,-0.0194221
18451,ChIJrRsKycACdkgRvSjFbbx9uSY,"The Perfect",0,"The Quarterdeck, London",51.4978638,-0.0247750
18452,ChIJY0zyy70CdkgRd5px2X1q938,"Le Munch Bunch",4.1,"11 Pepper Street, London",51.4960747,-0.0156738
18453,ChIJu86Pm5UCdkgRMqjxaDgChqo,"The Meal Hub",0,"36 Wheat Sheaf Close, London",51.4929466,-0.0201400
18454,ChIJ3UuKkLkCdkgRXmt0e2beI40,"Pret A Manger",4.2,"13, Canary Wharf RT3, London",51.5030518,-0.0182766
18455,ChIJHbqUopACdkgRNZT2XfnuntM,"The Lord Nelson",4.1,"1 Manchester Road, London",51.4873276,-0.0132052
18456,ChIJ8V_715sCdkgRuFV5R9pkrHA,"The Gaylord",3.7,"141 Manchester Road, London",51.4887543,-0.0075910
18458,ChIJlQ559-oCdkgRohGvg3pQBsA,"Yokoso Japanese & Korean Restaurant",3.9,"Orion Point, 7 Crews Street, London",51.4919014,-0.0258630
18459,ChIJneuTuL0CdkgRNIwtGmgzWyU,"Manjal Indian Restaurant- Fine Dining, Canary Wharf",4.1,"3 Turnberry Quay, London",51.4960213,-0.0162398
18460,ChIJbfJJ7rwCdkgRL5Xww3U_G0M,"Lotus Chinese Floating Restaurant",3.9,"Inner Millwall Dock, 9 Oakland Quay, London",51.4969864,-0.0161860
18461,ChIJW5OvvKQCdkgRGJ8pxLf6-QE,"Yuhoki Japanese Restaurant",4.6,"115 Meridian Place, London",51.5002556,-0.0126664
18462,ChIJS340QLsCdkgRz98aDlhxaZ8,"RE:FRESH ME",0,"123 Meridian Place, London",51.5004005,-0.0131217
18463,ChIJ9WlkMb8CdkgRm2wht4xuqAs,Gravalia,0,"1, Cassilis Road, London",51.4986534,-0.0214362
18464,ChIJ3Vjce78CdkgROoT79YtYzb8,"Mailinda 美邻达",3,"62 Mellish Street, London",51.4970093,-0.0229850
18466,ChIJMxzLHsACdkgRDLulZzBKfR8,"The Island",0,"235A Westferry Road, London E14 3QS, UK, isle of dogs",51.4943047,-0.0246517
18467,ChIJew8UwsACdkgRExxAGCWGSf4,"China Town",3.2,"7 The Quarterdeck, London",51.4981194,-0.0251700
18468,ChIJX61L6pACdkgRPfT-DtKs4yI,"The Old Millwall Fire Station Restaurant",4.3,"463 Westferry Road, London",51.4873123,-0.0135283
18469,ChIJk8-JlOoCdkgRT3I4vFeCAyI,"Riverside Store",0,"146 Westferry Road, London",51.4928398,-0.0250163
18470,ChIJZVqxj5QCdkgRv7b_x0bSvLU,"Bite House",4.7,"365 Westferry Road, London",51.4895248,-0.0211399
18471,ChIJEYI0BMcCdkgRbXu4mXIVrho,Aniseed,4.1,"25 Westferry Road, London",51.5015106,-0.0257974
18472,ChIJqx5oBccCdkgRjwBvVbyJ454,"Lime Bar & Restaurant",3.7,"Regetta Point, 1 Manilla Street, London",51.5012245,-0.0255310
18473,ChIJ9UwL1MACdkgRaMx_dUaCOfQ,"Docklands Fried Chicken",3.5,"46 Westferry Road, London",51.4990044,-0.0260935
18475,ChIJu98fjrgCdkgRAWQo23Ghk04,"Jenny's Carvery Restaurant",0,"International Hotel, 163 Marsh Wall, London",51.5020599,-0.0237520
18476,ChIJG-8AlbkCdkgRDsvT44fQ-hM,Paul,0,"Jubilee Place, D14 Mall, 45 Bank Street, London",51.5030212,-0.0188890
18477,ChIJJdC4i5MCdkgRM55jgYPqzzk,"The Little Kebab House",3.6,"250 Westferry Road, London",51.4884796,-0.0193872
18478,ChIJ4S5pGboCdkgR_0z4RlGO418,"Bleecker Canary Wharf",3.7,"Square Montgomery, Montgomery Street, London",51.5034561,-0.0171120
18479,ChIJ8ThcZpQbdkgRVpjpxh0IDQc,"Firezza Hornsey",3.2,"10 Ferme Park Road, London",51.5741119,-0.1124576
18480,ChIJqaYaYZAbdkgRDEOzEbBRzds,"The Faltering Fullback",4.4,"19 Perth Road, London",51.5684814,-0.1082110
